ABBOTT Tony,12/04/2012,Melbourne,Launceston,$145.00,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,11/04/2012,Sydney,Perth,"$2,884.74",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,11/04/2012,Perth,Melbourne,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,04/04/2012,Cairns,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,02/04/2012,Sydney,Cairns,"$1,795.42",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,22/03/2012,Canberra,Sydney,$317.73,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,22/03/2012,Canberra,Melbourne,$482.74,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,21/03/2012,Sydney,Canberra,$394.11,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,17/03/2012,Brisbane,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,16/03/2012,Canberra,Brisbane,"$1,214.81",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,09/03/2012,Melbourne,Sydney,$547.62,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,07/03/2012,Adelaide,Melbourne,$304.84,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,04/03/2012,Sydney,Brisbane,$953.63,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,04/03/2012,Sydney,Brisbane,$953.63,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,04/03/2012,Brisbane,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,04/03/2012,Brisbane,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,03/03/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,02/03/2012,Sydney,Melbourne,"$1,095.24",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,01/03/2012,Canberra,Sydney,$232.58,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,26/02/2012,Melbourne,Canberra,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,26/02/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,25/02/2012,Sydney,Melbourne,$836.01,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,25/02/2012,Sydney,Melbourne,"$1,030.36",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,24/02/2012,Brisbane,Sydney,$595.53,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,22/02/2012,Sydney,Canberra,$394.11,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,22/02/2012,Canberra,Brisbane,$619.28,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,19/02/2012,Darwin,Brisbane,"$1,268.23",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,19/02/2012,Darwin,Brisbane,"$1,268.23",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,19/02/2012,Brisbane,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,19/02/2012,Brisbane,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,18/02/2012,Sydney,Darwin,$527.27,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,17/02/2012,Melbourne,Canberra,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,16/02/2012,Canberra,Melbourne,$965.48,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,12/02/2012,Sydney,Canberra,$394.11,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,10/02/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,09/02/2012,Canberra,Melbourne,"$1,030.36",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,06/02/2012,Sydney,Canberra,$394.09,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
